screen_name,tweet_count,mean_like_count,mean_reply_count,mean_retweet_count,mean_quote_count
antipantork1,2,2545.0,52.5,134.0,10.5
aokurucz,284,346.99295774647885,9.619718309859154,58.693661971830984,1.2077464788732395
arash135713,1,0.0,0.0,0.0,0.0
arash_tehran,5,172.4,137.2,5.2,7.6
ardeshir1387,34,15.852941176470589,0.6470588235294118,2.588235294117647,0.029411764705882353
ardeshiramiri,2,401.0,492.5,58.0,32.0
arezoubehrang_,375,591.1253333333333,17.989333333333335,149.84266666666667,2.68
ariafarpoori,190,550.978947368421,15.373684210526315,119.78421052631579,2.3526315789473684
ariamehr104,16,14.375,1.0,3.625,0.1875
ariyaii_rahjoo,11,5.7272727272727275,0.09090909090909091,0.9090909090909091,0.09090909090909091
arsh9933,147,137.56462585034015,2.6054421768707483,24.1156462585034,0.7142857142857143
arteemis60,8,1.125,1.0,0.0,0.0
artesh_shah,139,184.0359712230216,13.676258992805755,33.75539568345324,1.2589928057553956
arthorfmorgan,1,125.0,147.0,23.0,1.0
aryaieeasil,44,485.34090909090907,31.545454545454547,64.47727272727273,4.159090909090909
asoupar,1,227.0,21.0,23.0,1.0
atheistChild789,5,682.6,5.6,71.6,0.8
atheistcyrus,78,317.85897435897436,10.08974358974359,51.85897435897436,1.294871794871795
avantgardearses,24,11.833333333333334,0.7083333333333334,2.5416666666666665,0.041666666666666664
ayazi_kamran,18,476.27777777777777,12.055555555555555,74.72222222222223,1.3333333333333333
azadsocial_,1,163.0,96.0,15.0,26.0
azarbayjanX,1,1466.0,31.0,113.0,3.0
azarthepersian,10,402.3,8.7,58.3,1.4
b2Kaveh,22,88.45454545454545,2.6818181818181817,35.0,0.6363636363636364
ba262626,5,96.4,14.4,39.4,0.6
baaarzaaakh,19,252.0,7.631578947368421,16.63157894736842,0.5263157894736842
baharr_ali,1,25.0,0.0,2.0,0.0
balochestan1422,2,2614.0,32.5,381.0,10.5
baran_mehr36,7,10.857142857142858,0.14285714285714285,2.857142857142857,0.0
barayeiran9,93,1176.3978494623657,41.41935483870968,178.06451612903226,3.4623655913978495
bardi1980,19,127.94736842105263,16.31578947368421,23.68421052631579,0.7368421052631579
bashirtash,1,639.0,39.0,113.0,5.0
beni_ta1,15,321.93333333333334,7.8,46.733333333333334,1.2666666666666666
benyamin_aras,1,2.0,0.0,0.0,0.0
bernoam,2,1.0,1.0,0.0,0.0
bidari60,27,52.666666666666664,2.3333333333333335,11.481481481481481,0.4074074074074074
boss_big666,10,205.7,5.1,20.0,2.1
brgsht8970,9,136.44444444444446,15.555555555555555,32.888888888888886,2.0
c5GbNjtYsfYcHMr,2,40.5,0.5,16.0,1.0
cafeandisheh,3,4.666666666666667,0.0,2.0,0.0
california123AA,119,199.78991596638656,9.159663865546218,37.48739495798319,0.9495798319327731
callmeraha13,1,1402.0,43.0,248.0,35.0
chamli69,3,2.3333333333333335,0.0,0.3333333333333333,0.0
charlychaplin25,62,0.7258064516129032,0.08064516129032258,0.03225806451612903,0.0
chawshin_83,2,2331.0,56.5,218.5,4.5
chehre3521,10,351.6,8.2,46.0,2.3
cicikhanoom,1,1600.0,7.0,108.0,2.0
corrrdeliiiaaa,2,1.0,0.0,0.0,0.0
cpiparty,2,38.5,7.5,11.0,4.5
crissss_sh,1,125.0,9.0,1.0,0.0
cryptosamz,2,240.5,44.0,10.0,3.5
dadkhahim,2,0.0,0.0,0.0,0.0
dariush1399,11,8.909090909090908,0.5454545454545454,1.8181818181818181,0.0
dariush2023,49,0.6938775510204082,0.04081632653061224,0.42857142857142855,0.12244897959183673
dariush25371,1,0.0,0.0,0.0,0.0
dariush_omran,1,189.0,7.0,1.0,1.0
darushirani13,60,142.6,5.6,35.13333333333333,0.8
