source_key,target_key,relation,owner_key,owner_split
atheistchild789,johnsmithofiran,follows,atheistchild789,train
atheistchild789,cherkmord,follows,atheistchild789,train
atheistchild789,hiwafocus2,follows,atheistchild789,train
atheistchild789,p0extraordinary,follows,atheistchild789,train
atheistchild789,maryamafjeh,follows,atheistchild789,train
atheistchild789,kindowllll,follows,atheistchild789,train
atheistchild789,readertoislam,follows,atheistchild789,train
atheistchild789,saraw18i,follows,atheistchild789,train
atheistchild789,ma_flower1,follows,atheistchild789,train
atheistchild789,azadii3326,follows,atheistchild789,train
atheistchild789,ohlala,follows,atheistchild789,train
atheistchild789,fresh0t,follows,atheistchild789,train
atheistchild789,_falsepositive_,follows,atheistchild789,train
atheistchild789,mina_arad,follows,atheistchild789,train
atheistchild789,nimetamam,follows,atheistchild789,train
atheistchild789,villlllainess,follows,atheistchild789,train
atheistchild789,agha_rashti2,follows,atheistchild789,train
atheistchild789,iamssanaz,follows,atheistchild789,train
atheistchild789,totoro1403,follows,atheistchild789,train
atheistchild789,saeed_akbari39,follows,atheistchild789,train
atheistchild789,mok_1891,follows,atheistchild789,train
atheistchild789,peransablue,follows,atheistchild789,train
atheistchild789,iranimamoka,follows,atheistchild789,train
atheistchild789,vahdoon,follows,atheistchild789,train
atheistchild789,davod1402,follows,atheistchild789,train
atheistchild789,baraye_azadi_,follows,atheistchild789,train
vsharghi,gh0lch0magh,follows,gh0lch0magh,train
bari_mughal76,gh0lch0magh,follows,gh0lch0magh,train
sakau2316,gh0lch0magh,follows,gh0lch0magh,train
falehian14936,gh0lch0magh,follows,gh0lch0magh,train
kakwldy1027321,gh0lch0magh,follows,gh0lch0magh,train
jackmarie40,gh0lch0magh,follows,gh0lch0magh,train
sadghih,gh0lch0magh,follows,gh0lch0magh,train
joshuapich9909,gh0lch0magh,follows,gh0lch0magh,train
vahid_208966,gh0lch0magh,follows,gh0lch0magh,train
gmahmmodi,gh0lch0magh,follows,gh0lch0magh,train
noormohamm59598,gh0lch0magh,follows,gh0lch0magh,train
galaxyvpnforyou,gh0lch0magh,follows,gh0lch0magh,train
khosrohatami1,gh0lch0magh,follows,gh0lch0magh,train
pouryamasoumi,gh0lch0magh,follows,gh0lch0magh,train
meysam1424182,gh0lch0magh,follows,gh0lch0magh,train
nejati51967,gh0lch0magh,follows,gh0lch0magh,train
fiodour,gh0lch0magh,follows,gh0lch0magh,train
nazli1019691,gh0lch0magh,follows,gh0lch0magh,train
samas70842,gh0lch0magh,follows,gh0lch0magh,train
silvanando77595,gh0lch0magh,follows,gh0lch0magh,train
_mohammadrezah_,gh0lch0magh,follows,gh0lch0magh,train
baharrr67174984,gh0lch0magh,follows,gh0lch0magh,train
m91991sara,gh0lch0magh,follows,gh0lch0magh,train
mitranouri20,gh0lch0magh,follows,gh0lch0magh,train
fall102367,gh0lch0magh,follows,gh0lch0magh,train
hamidrm36,gh0lch0magh,follows,gh0lch0magh,train
ayyda646330,gh0lch0magh,follows,gh0lch0magh,train
hamid451878,gh0lch0magh,follows,gh0lch0magh,train
bouf_bina,gh0lch0magh,follows,gh0lch0magh,train
corneliya64,gh0lch0magh,follows,gh0lch0magh,train
mmd1217814,gh0lch0magh,follows,gh0lch0magh,train
amir007175,gh0lch0magh,follows,gh0lch0magh,train
kidin_hootran,gh0lch0magh,follows,gh0lch0magh,train
annvalisse,gh0lch0magh,follows,gh0lch0magh,train
gomnamsarbaz140,gh0lch0magh,follows,gh0lch0magh,train
aviishaan,gh0lch0magh,follows,gh0lch0magh,train
persiangangster,gh0lch0magh,follows,gh0lch0magh,train
naytyzhra37079,gh0lch0magh,follows,gh0lch0magh,train
_oromasdes_,gh0lch0magh,follows,gh0lch0magh,train
mookbook136081,gh0lch0magh,follows,gh0lch0magh,train
nasiamiir,gh0lch0magh,follows,gh0lch0magh,train
parsa812803,gh0lch0magh,follows,gh0lch0magh,train
al2768882739502,gh0lch0magh,follows,gh0lch0magh,train
marcco_1980,gh0lch0magh,follows,gh0lch0magh,train
a_patriot525122,gh0lch0magh,follows,gh0lch0magh,train
sedalihator,gh0lch0magh,follows,gh0lch0magh,train
cyber_s0ldier,gh0lch0magh,follows,gh0lch0magh,train
snow74168499,gh0lch0magh,follows,gh0lch0magh,train
parang_fh,gh0lch0magh,follows,gh0lch0magh,train
martinrum9877,gh0lch0magh,follows,gh0lch0magh,train
hesamvalizade,gh0lch0magh,follows,gh0lch0magh,train
mina10901,gh0lch0magh,follows,gh0lch0magh,train
vida_loves_iran,gh0lch0magh,follows,gh0lch0magh,train
gh_business,gh0lch0magh,follows,gh0lch0magh,train
haniyehghassami,gh0lch0magh,follows,gh0lch0magh,train
szcerto,gh0lch0magh,follows,gh0lch0magh,train
karimimo88,gh0lch0magh,follows,gh0lch0magh,train
i7m191,gh0lch0magh,follows,gh0lch0magh,train
setarex_baran_,gh0lch0magh,follows,gh0lch0magh,train
aminmadahpour,gh0lch0magh,follows,gh0lch0magh,train
esrawoo,gh0lch0magh,follows,gh0lch0magh,train
namini40636,gh0lch0magh,follows,gh0lch0magh,train
rezaei_shahrzad,gh0lch0magh,follows,gh0lch0magh,train
psychotic_bat,gh0lch0magh,follows,gh0lch0magh,train
amiee_43,gh0lch0magh,follows,gh0lch0magh,train
kirtorozegar101,gh0lch0magh,follows,gh0lch0magh,train
everly_joh8314,gh0lch0magh,follows,gh0lch0magh,train
shahbanoou,gh0lch0magh,follows,gh0lch0magh,train
_im_atena,gh0lch0magh,follows,gh0lch0magh,train
benji_n7,gh0lch0magh,follows,gh0lch0magh,train
adlia_rubyjam,gh0lch0magh,follows,gh0lch0magh,train
alexs2020122,gh0lch0magh,follows,gh0lch0magh,train
iaminthemiddl,gh0lch0magh,follows,gh0lch0magh,train
soloenix,gh0lch0magh,follows,gh0lch0magh,train
aafarinn,gh0lch0magh,follows,gh0lch0magh,train
farhadbeyzaee,gh0lch0magh,follows,gh0lch0magh,train
maryamghan54925,gh0lch0magh,follows,gh0lch0magh,train
anticherkolism,gh0lch0magh,follows,gh0lch0magh,train
mohamadmousavi2,gh0lch0magh,follows,gh0lch0magh,train
sarzaminsabz64,gh0lch0magh,follows,gh0lch0magh,train
bahrambeyzai,gh0lch0magh,follows,gh0lch0magh,train
daenerys7813,gh0lch0magh,follows,gh0lch0magh,train
peg49762,gh0lch0magh,follows,gh0lch0magh,train
nova20_ahmad,gh0lch0magh,follows,gh0lch0magh,train
afroodit0,gh0lch0magh,follows,gh0lch0magh,train
bikhabaram,gh0lch0magh,follows,gh0lch0magh,train
yazdi_anahita,gh0lch0magh,follows,gh0lch0magh,train
mohamad_ahrari,gh0lch0magh,follows,gh0lch0magh,train
mani1325983,gh0lch0magh,follows,gh0lch0magh,train
girl_art10451,gh0lch0magh,follows,gh0lch0magh,train
mshta5737,gh0lch0magh,follows,gh0lch0magh,train
omar06_06,gh0lch0magh,follows,gh0lch0magh,train
babak_nl,gh0lch0magh,follows,gh0lch0magh,train
koooftt,gh0lch0magh,follows,gh0lch0magh,train
pink219372,gh0lch0magh,follows,gh0lch0magh,train
tee4kh,gh0lch0magh,follows,gh0lch0magh,train
dolo1es_h4ze,gh0lch0magh,follows,gh0lch0magh,train
marsp188028,gh0lch0magh,follows,gh0lch0magh,train
jilla9,gh0lch0magh,follows,gh0lch0magh,train
bullbullpit,gh0lch0magh,follows,gh0lch0magh,train
vahidbasereh,gh0lch0magh,follows,gh0lch0magh,train
umza4grdga98801,gh0lch0magh,follows,gh0lch0magh,train
sabzv57,gh0lch0magh,follows,gh0lch0magh,train
parisa38856077,gh0lch0magh,follows,gh0lch0magh,train
mohtannn,gh0lch0magh,follows,gh0lch0magh,train
vida09305826,gh0lch0magh,follows,gh0lch0magh,train
ftahirovsk57249,gh0lch0magh,follows,gh0lch0magh,train
ellasmith350270,gh0lch0magh,follows,gh0lch0magh,train
sharabsaz,gh0lch0magh,follows,gh0lch0magh,train
myranyayyu2091,gh0lch0magh,follows,gh0lch0magh,train
odiniiius,gh0lch0magh,follows,gh0lch0magh,train
facelessdani,gh0lch0magh,follows,gh0lch0magh,train
hakhamanesh_00,gh0lch0magh,follows,gh0lch0magh,train
sanaz_choupan,gh0lch0magh,follows,gh0lch0magh,train
hmindhworld,gh0lch0magh,follows,gh0lch0magh,train
jackbowerjan,gh0lch0magh,follows,gh0lch0magh,train
austvict,gh0lch0magh,follows,gh0lch0magh,train
khoonsardi8744,gh0lch0magh,follows,gh0lch0magh,train
hoda_asadi33,gh0lch0magh,follows,gh0lch0magh,train
2584irani,gh0lch0magh,follows,gh0lch0magh,train
hypokeimenonguy,gh0lch0magh,follows,gh0lch0magh,train
shahrushahrokh,gh0lch0magh,follows,gh0lch0magh,train
niki_jf,gh0lch0magh,follows,gh0lch0magh,train
rosegold_knight,gh0lch0magh,follows,gh0lch0magh,train
h2hidden,gh0lch0magh,follows,gh0lch0magh,train
sirvanmoha23553,gh0lch0magh,follows,gh0lch0magh,train
elib65385,gh0lch0magh,follows,gh0lch0magh,train
frishtx,gh0lch0magh,follows,gh0lch0magh,train
shahrzadsa32899,gh0lch0magh,follows,gh0lch0magh,train
elendatimaj,gh0lch0magh,follows,gh0lch0magh,train
aashiane,gh0lch0magh,follows,gh0lch0magh,train
mehrbun,gh0lch0magh,follows,gh0lch0magh,train
nilaelyasi,gh0lch0magh,follows,gh0lch0magh,train
ha_99194,gh0lch0magh,follows,gh0lch0magh,train
voidofsilence1,gh0lch0magh,follows,gh0lch0magh,train
soroush_physics,gh0lch0magh,follows,gh0lch0magh,train
dorreh_fatemeh,gh0lch0magh,follows,gh0lch0magh,train
__h3ra__,gh0lch0magh,follows,gh0lch0magh,train
denafereshteh,gh0lch0magh,follows,gh0lch0magh,train
artesh2500,gh0lch0magh,follows,gh0lch0magh,train
ujoseyd,gh0lch0magh,follows,gh0lch0magh,train
amintimany,gh0lch0magh,follows,gh0lch0magh,train
sponavejas,gh0lch0magh,follows,gh0lch0magh,train
fariii1973,gh0lch0magh,follows,gh0lch0magh,train
mahnush_a,gh0lch0magh,follows,gh0lch0magh,train
20_sry_04,gh0lch0magh,follows,gh0lch0magh,train
mo11dave,gh0lch0magh,follows,gh0lch0magh,train
pooria21566765,gh0lch0magh,follows,gh0lch0magh,train
fama_sdw,gh0lch0magh,follows,gh0lch0magh,train
shahinbeykov,gh0lch0magh,follows,gh0lch0magh,train
arrashkamangir,gh0lch0magh,follows,gh0lch0magh,train
korosh_kabir998,gh0lch0magh,follows,gh0lch0magh,train
elaheei1993,gh0lch0magh,follows,gh0lch0magh,train
khorshid_iran80,gh0lch0magh,follows,gh0lch0magh,train
rozi12024,gh0lch0magh,follows,gh0lch0magh,train
manaaamarbcy1,gh0lch0magh,follows,gh0lch0magh,train
gfxx60962752,gh0lch0magh,follows,gh0lch0magh,train
fatmeehhhhh,gh0lch0magh,follows,gh0lch0magh,train
dojalton,gh0lch0magh,follows,gh0lch0magh,train
pwr58467,gh0lch0magh,follows,gh0lch0magh,train
mhsyn40696,gh0lch0magh,follows,gh0lch0magh,train
nomadbowman,gh0lch0magh,follows,gh0lch0magh,train
ownmelika,gh0lch0magh,follows,gh0lch0magh,train
aidinakhoondi,gh0lch0magh,follows,gh0lch0magh,train
ali_m775,gh0lch0magh,follows,gh0lch0magh,train
hamidkabi32670,gh0lch0magh,follows,gh0lch0magh,train
monamt7777,gh0lch0magh,follows,gh0lch0magh,train
noroozi_mo71363,gh0lch0magh,follows,gh0lch0magh,train
sitalopram20,gh0lch0magh,follows,gh0lch0magh,train
kamyar421111,gh0lch0magh,follows,gh0lch0magh,train
zahraheshmati74,gh0lch0magh,follows,gh0lch0magh,train
kovgetaraz,gh0lch0magh,follows,gh0lch0magh,train
pluviophileemir,gh0lch0magh,follows,gh0lch0magh,train
silentq2374,gh0lch0magh,follows,gh0lch0magh,train
greycruella,gh0lch0magh,follows,gh0lch0magh,train
nasimn_79,gh0lch0magh,follows,gh0lch0magh,train
elmrz7,gh0lch0magh,follows,gh0lch0magh,train
bady_saga12414,gh0lch0magh,follows,gh0lch0magh,train
mim_eagle,gh0lch0magh,follows,gh0lch0magh,train
aurmdi,gh0lch0magh,follows,gh0lch0magh,train
fmh1247841,gh0lch0magh,follows,gh0lch0magh,train
zar_mehn,gh0lch0magh,follows,gh0lch0magh,train
tohidbay,gh0lch0magh,follows,gh0lch0magh,train
matador_master,gh0lch0magh,follows,gh0lch0magh,train
sangtrash_old,gh0lch0magh,follows,gh0lch0magh,train
ahamd96686,gh0lch0magh,follows,gh0lch0magh,train
nanamik011,gh0lch0magh,follows,gh0lch0magh,train
i_m8ntan,gh0lch0magh,follows,gh0lch0magh,train
sohaib79_,gh0lch0magh,follows,gh0lch0magh,train
fek_konam,gh0lch0magh,follows,gh0lch0magh,train
victorwolf98847,gh0lch0magh,follows,gh0lch0magh,train
asdollakhann,gh0lch0magh,follows,gh0lch0magh,train
fafaremi,gh0lch0magh,follows,gh0lch0magh,train
armada9617,gh0lch0magh,follows,gh0lch0magh,train
randir_ms,gh0lch0magh,follows,gh0lch0magh,train
__sabish,gh0lch0magh,follows,gh0lch0magh,train
betocheki_am,gh0lch0magh,follows,gh0lch0magh,train
bahador_psh,gh0lch0magh,follows,gh0lch0magh,train
gh0lch0magh,chawshin_83,follows,gh0lch0magh,train
gh0lch0magh,khatibiofficial,follows,gh0lch0magh,train
gh0lch0magh,3abaii312,follows,gh0lch0magh,train
gh0lch0magh,meshkatt_iranl,follows,gh0lch0magh,train
gh0lch0magh,villlllainess,follows,gh0lch0magh,train
gh0lch0magh,gohardaddy,follows,gh0lch0magh,train
gh0lch0magh,agha_rashti2,follows,gh0lch0magh,train
gh0lch0magh,iliaaaa6,follows,gh0lch0magh,train
gh0lch0magh,ladybaaraan,follows,gh0lch0magh,train
gh0lch0magh,majidmirzaei8,follows,gh0lch0magh,train
gh0lch0magh,mashreghidokht,follows,gh0lch0magh,train
gh0lch0magh,frankestx,follows,gh0lch0magh,train
gh0lch0magh,alisalehiali,follows,gh0lch0magh,train
gh0lch0magh,scharlinn,follows,gh0lch0magh,train
gh0lch0magh,isegar0,follows,gh0lch0magh,train
gh0lch0magh,jashnimitra,follows,gh0lch0magh,train
gh0lch0magh,shaya9000,follows,gh0lch0magh,train
gh0lch0magh,thetwelfth_imam,follows,gh0lch0magh,train
gh0lch0magh,ario1401,follows,gh0lch0magh,train
gh0lch0magh,taramedric,follows,gh0lch0magh,train
gh0lch0magh,samiraraahi,follows,gh0lch0magh,train
gh0lch0magh,latefilsof,follows,gh0lch0magh,train
gh0lch0magh,aidaghajar,follows,gh0lch0magh,train
gh0lch0magh,mayam9492,follows,gh0lch0magh,train
gh0lch0magh,maziarbahari,follows,gh0lch0magh,train
gh0lch0magh,shimashahrabi,follows,gh0lch0magh,train
gh0lch0magh,himmelschf,follows,gh0lch0magh,train
gh0lch0magh,afaturechian,follows,gh0lch0magh,train
gh0lch0magh,lilibethtobe,follows,gh0lch0magh,train
gh0lch0magh,pouriazeraati,follows,gh0lch0magh,train
gh0lch0magh,sunnynazzz,follows,gh0lch0magh,train
gh0lch0magh,motkhassess,follows,gh0lch0magh,train
gh0lch0magh,dicktutun2,follows,gh0lch0magh,train
gh0lch0magh,allamehmadjlesi,follows,gh0lch0magh,train
gh0lch0magh,rosenmahi,follows,gh0lch0magh,train
gh0lch0magh,samazsx1388,follows,gh0lch0magh,train
gh0lch0magh,kimiasha_,follows,gh0lch0magh,train
gh0lch0magh,goozdar,follows,gh0lch0magh,train
gh0lch0magh,kalbalouchi,follows,gh0lch0magh,train
gh0lch0magh,ciscodelgaddo,follows,gh0lch0magh,train
gh0lch0magh,imiaka_,follows,gh0lch0magh,train
gh0lch0magh,jokernejad,follows,gh0lch0magh,train
gh0lch0magh,2revoiution,follows,gh0lch0magh,train
gh0lch0magh,masih_mst,follows,gh0lch0magh,train
gh0lch0magh,sweetchromosom,follows,gh0lch0magh,train
gh0lch0magh,eyaghaeyagha,follows,gh0lch0magh,train
gh0lch0magh,neegaarin,follows,gh0lch0magh,train
gh0lch0magh,daddyyanadaddy,follows,gh0lch0magh,train
gh0lch0magh,motorshorgh1,follows,gh0lch0magh,train
gh0lch0magh,saarrvva,follows,gh0lch0magh,train
gh0lch0magh,persianstewie,follows,gh0lch0magh,train
gh0lch0magh,prnw0,follows,gh0lch0magh,train
gh0lch0magh,dicktutun,follows,gh0lch0magh,train
gh0lch0magh,majid_y2j,follows,gh0lch0magh,train
gh0lch0magh,callmerazgirl,follows,gh0lch0magh,train
gh0lch0magh,adyeshh,follows,gh0lch0magh,train
gh0lch0magh,elllellla,follows,gh0lch0magh,train
gh0lch0magh,yadegaremmam,follows,gh0lch0magh,train
gh0lch0magh,ladesand,follows,gh0lch0magh,train
gh0lch0magh,meowgorbeh,follows,gh0lch0magh,train
gh0lch0magh,hlss___,follows,gh0lch0magh,train
gh0lch0magh,ziigzoog,follows,gh0lch0magh,train
gh0lch0magh,gravita_s,follows,gh0lch0magh,train
gh0lch0magh,heyguesswhat,follows,gh0lch0magh,train
gh0lch0magh,mhmdrzzz,follows,gh0lch0magh,train
gh0lch0magh,manbiadabamm,follows,gh0lch0magh,train
gh0lch0magh,istdaswichtigg,follows,gh0lch0magh,train
gh0lch0magh,arzhang_senobar,follows,gh0lch0magh,train
gh0lch0magh,mishnasimanol,follows,gh0lch0magh,train
gh0lch0magh,samang__,follows,gh0lch0magh,train
gh0lch0magh,haniii__k,follows,gh0lch0magh,train
gh0lch0magh,adpariisa7,follows,gh0lch0magh,train
gh0lch0magh,lilbaayo,follows,gh0lch0magh,train
gh0lch0magh,fuckeveryoneto,follows,gh0lch0magh,train
gh0lch0magh,ma_flower1,follows,gh0lch0magh,train
gh0lch0magh,mswatiii3,follows,gh0lch0magh,train
gh0lch0magh,carllanarr,follows,gh0lch0magh,train
gh0lch0magh,thegohkhoryab,follows,gh0lch0magh,train
gh0lch0magh,mamadporii,follows,gh0lch0magh,train
gh0lch0magh,4shaahin4,follows,gh0lch0magh,train
gh0lch0magh,abiabimahtabi13,follows,gh0lch0magh,train
gh0lch0magh,__badbakht__,follows,gh0lch0magh,train
gh0lch0magh,againdot,follows,gh0lch0magh,train
gh0lch0magh,fakhimoftakhar,follows,gh0lch0magh,train
gh0lch0magh,a_lioness88,follows,gh0lch0magh,train
gh0lch0magh,shwasherre,follows,gh0lch0magh,train
gh0lch0magh,gypsydall,follows,gh0lch0magh,train
gh0lch0magh,zooniaam,follows,gh0lch0magh,train
gh0lch0magh,mldprl,follows,gh0lch0magh,train
gh0lch0magh,khersli,follows,gh0lch0magh,train
gh0lch0magh,pareman_,follows,gh0lch0magh,train
gh0lch0magh,ellmondoo,follows,gh0lch0magh,train
gh0lch0magh,crissss_sh,follows,gh0lch0magh,train
gh0lch0magh,akhechaqal,follows,gh0lch0magh,train
gh0lch0magh,__madhatr_blowm,follows,gh0lch0magh,train
